id_fiche_select,url_fiche_select
60,https://grandestprod-backoffice.data4citizen.com//dataset/offre-de-transport-solea-et-tram-train-en-format-gtfs
61,https://grandestprod-backoffice.data4citizen.com//dataset/filaire-de-voies-sur-le-territoire-de-m2a
62,https://grandestprod-backoffice.data4citizen.com//dataset/base-adresses-sur-le-territoire-de-m2a
63,https://grandestprod-backoffice.data4citizen.com//dataset/base-adresse-locale-bal-sur-le-territoire-de-m2a
64,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-perimetre-des-departements-de-france-metropolitaine
65,https://grandestprod-backoffice.data4citizen.com//dataset/contours-des-circonscriptions-de-vote
66,https://grandestprod-backoffice.data4citizen.com//dataset/bureaux-de-vote
67,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-openstreetmap-osm-grand-est1
68,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-cartes-regions-naturelles-ficedula_albicollis-gobemouche-a-collier
69,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-plan-cadastral-informatise-pci-grand-est
70,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-communes-actuelles-du-grand-est-sous-forme-de-point
71,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-dallages-des-orthophotos-departement-67
72,https://grandestprod-backoffice.data4citizen.com//dataset/suivi-de-la-mise-en-uvre-des-plan-daction-operationnel-territorialise-paot-dans-le-grand-est
73,https://grandestprod-backoffice.data4citizen.com//dataset/carte-premiere-guerre-mondiale-1917-echelle-1-20000-altkirch-landesarchiv-baden-wurttenberg-gen
74,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-essentielles-des-conventions-de-subvention-region-grand-est
75,https://grandestprod-backoffice.data4citizen.com//dataset/fr-200052264-pfia-2020-2021
76,https://grandestprod-backoffice.data4citizen.com//dataset/friches-et-dents-creuses-dans-le-departement-de-la-marne
77,https://grandestprod-backoffice.data4citizen.com//dataset/distributeurs-de-gaz-et-delectricite-par-commune
78,https://grandestprod-backoffice.data4citizen.com//dataset/consommation-annuelle-delectricite-et-gaz-par-iris-et-par-secteur-dactivite
79,https://grandestprod-backoffice.data4citizen.com//dataset/zones-a-dominante-humide-zdh-sur-les-territoires-de-lalsace-du-parc-naturel-regional-des-vosges
80,https://grandestprod-backoffice.data4citizen.com//dataset/carte-mutations-de-loccupation-du-sol-dans-le-scot-de-la-region-de-saverne-entre-2000-et-2011-b
81,https://grandestprod-backoffice.data4citizen.com//dataset/cartographie-de-pre-localisation-des-zones-humides-potentielles-du-parc-naturel-regional-d-2020
82,https://grandestprod-backoffice.data4citizen.com//dataset/dotation-de-soutien-a-linvestissement-local-de-2018-a-2021-grand-est
83,https://grandestprod-backoffice.data4citizen.com//dataset/voies-sur-eurometropole-de-metz2
84,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-thematique-perimetre-2014-de-la-reserve-de-biosphere-transfrontaliere-vosges-du-nord-pfa
85,https://grandestprod-backoffice.data4citizen.com//dataset/zones-naturelles-dinteret-ecologique-faunistique-et-floristique-de-type-1-znieff-en-grand-est
86,https://grandestprod-backoffice.data4citizen.com//dataset/horaires-theoriques-du-reseau-citura-communaute-urbaine-du-grand-reims-gtfs
87,https://grandestprod-backoffice.data4citizen.com//dataset/lignes-de-tram
88,https://grandestprod-backoffice.data4citizen.com//dataset/communes-du-haut-rhin
89,https://grandestprod-backoffice.data4citizen.com//dataset/eau-cartographie-des-cours-deau-en-meurthe-et-moselle
90,https://grandestprod-backoffice.data4citizen.com//dataset/terrasses-autorisees-en-2022
91,https://grandestprod-backoffice.data4citizen.com//dataset/plan-des-circonscriptions-cantons-et-bureaux-de-vote-2022
92,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-photographie-aerienne-ign-infra-rouge-couleur-50cm-sur-le-departement-de-la-mosell-2015
93,https://grandestprod-backoffice.data4citizen.com//dataset/concentrations-moyennes-annuelles-de-polluants-dans-lair-ambiant-issues-du-reseau-permanent-de-
94,https://grandestprod-backoffice.data4citizen.com//dataset/carto-voies-2013-metropole-du-grand-nancy
95,https://grandestprod-backoffice.data4citizen.com//dataset/structures-de-petite-enfance24
96,https://grandestprod-backoffice.data4citizen.com//dataset/carte-premiere-guerre-mondiale-30-05-1915-echelle-1-6250-mulhbach-archives-departementales-du-h
97,https://grandestprod-backoffice.data4citizen.com//dataset/carte-premiere-guerre-mondiale-23-04-1918-echelle-1-20000-munster-service-historique-de-la-defe1
98,https://grandestprod-backoffice.data4citizen.com//dataset/zones-humides-remarquables-zhr-surfaciques-sur-le-bassin-rhin-meuse
99,https://grandestprod-backoffice.data4citizen.com//dataset/inventaire-des-zones-humides-du-sud-mosellan
100,https://grandestprod-backoffice.data4citizen.com//dataset/zones-a-dominante-humide-zdh-sur-le-territoire-de-la-lorraine
101,https://grandestprod-backoffice.data4citizen.com//dataset/bureau-de-vote2
102,https://grandestprod-backoffice.data4citizen.com//dataset/base-adresse-locale3
103,https://grandestprod-backoffice.data4citizen.com//dataset/registre-parcellaire-graphique-2019-grand-est
104,https://grandestprod-backoffice.data4citizen.com//dataset/qualite-de-lair-a-strasbourg
105,https://grandestprod-backoffice.data4citizen.com//dataset/emissions-des-gaz-a-effet-de-serre-ges-tous-secteurs-dactivite-confondus-des-epci-de-la-region-
106,https://grandestprod-backoffice.data4citizen.com//dataset/3d-modele-numerique-de-surface-mns-pas-50-cm-2020-metropole-du-grand-nancy
107,https://grandestprod-backoffice.data4citizen.com//dataset/productions-denergie-primaires-de-la-region-grand-est
108,https://grandestprod-backoffice.data4citizen.com//dataset/consommations-denergie-totales-tous-secteurs-dactivite-confondus-des-departements-de-la-region-
109,https://grandestprod-backoffice.data4citizen.com//dataset/etat-des-lieux-2019-des-masses-deaux-superficielles-cours-deau-en-grand-est
110,https://grandestprod-backoffice.data4citizen.com//dataset/etat-des-lieux-chimique-et-bilan-quantitatif-des-masses-deaux-souterraines-en-grand-est
111,https://grandestprod-backoffice.data4citizen.com//dataset/carto-limites-administratives-des-communes-2013-metropole-du-grand-nancy
112,https://grandestprod-backoffice.data4citizen.com//dataset/batiments-publics23
113,https://grandestprod-backoffice.data4citizen.com//dataset/liste-des-deliberations-du-conseil-communautaire24
114,https://grandestprod-backoffice.data4citizen.com//dataset/parcs-et-aires-de-jeux24
115,https://grandestprod-backoffice.data4citizen.com//dataset/rapport-egalite-homme-femme24
116,https://grandestprod-backoffice.data4citizen.com//dataset/pistes-cyclables-communautaires-communaute-dagglomeration-du-val-de-fensch22
117,https://grandestprod-backoffice.data4citizen.com//dataset/installations-de-production-de-la-filiere-solaire-par-commune
118,https://grandestprod-backoffice.data4citizen.com//dataset/productions-denergie-primaires-des-departements-de-la-region-grand-est
119,https://grandestprod-backoffice.data4citizen.com//dataset/productions-denergie-primaires-des-epci-de-la-region-grand-est
120,https://grandestprod-backoffice.data4citizen.com//dataset/prod-grand-est-epci-2005
121,https://grandestprod-backoffice.data4citizen.com//dataset/zones-de-protection-des-aires-dalimentation-de-captages-zpaac-dans-le-departement-des-vosges
122,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-des-sols-statistiques-communales-brutes-2010-et-2019
123,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-grand-est-terre-de-jeux-2024
124,https://grandestprod-backoffice.data4citizen.com//dataset/calendrier-des-manifestations-culturelles-a-wittelsheim
125,https://grandestprod-backoffice.data4citizen.com//dataset/horaires-theoriques-du-reseau-le-fil-syndicat-mixte-des-transports-du-pays-du-bassin-de-briey-g
126,https://grandestprod-backoffice.data4citizen.com//dataset/horaires-theoriques-du-reseau-fluo-grand-est-54-region-grand-est-dga-mobilites-gtfs
127,https://grandestprod-backoffice.data4citizen.com//dataset/horaires-theoriques-du-reseau-ritmo-communaute-dagglomeration-de-haguenau-gtfs
128,https://grandestprod-backoffice.data4citizen.com//dataset/registre-parcellaire-graphique-dans-laube
129,https://grandestprod-backoffice.data4citizen.com//dataset/parcs-eoliens-de-la-region-grand-est-au-01-05-2022
130,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-culture-et-tourisme-photo-aerienne-2002-haut-rhin
131,https://grandestprod-backoffice.data4citizen.com//dataset/communes-au-sens-large-communes-ou-sections-cadastrales-de-communes-en-zone-vulnerable-en-grand2
132,https://grandestprod-backoffice.data4citizen.com//dataset/niveaux-annuels-de-polluants-dans-lair-ambiant-issus-de-la-modelisation-sur-lagglomeration-de-m1
133,https://grandestprod-backoffice.data4citizen.com//dataset/ilots-de-chaleur-de-leurometropole-de-metz2
134,https://grandestprod-backoffice.data4citizen.com//dataset/arbres-remarquables-ville-de-metz2
135,https://grandestprod-backoffice.data4citizen.com//dataset/voies-bruyantes-unique-eurometropole-de-metz2
136,https://grandestprod-backoffice.data4citizen.com//dataset/quartiers-eurometropole-de-metz2
137,https://grandestprod-backoffice.data4citizen.com//dataset/carte-les-pays-en-alsace
138,https://grandestprod-backoffice.data4citizen.com//dataset/decoupage-des-quartiers-de-vanduvre-les-nancy
139,https://grandestprod-backoffice.data4citizen.com//dataset/niveaux-annuels-de-polluants-dans-lair-ambiant-issus-de-la-modelisation-sur-lagglomeration-de-n
140,https://grandestprod-backoffice.data4citizen.com//dataset/cartographie-dinterieurs-des-batiments-public-de-vanduvre-les-nancy
141,https://grandestprod-backoffice.data4citizen.com//dataset/3d-modele-numerique-delevation-mne-50-cm-2020-metropole-du-grand-nancy
142,https://grandestprod-backoffice.data4citizen.com//dataset/trame-verte-et-bleue
143,https://grandestprod-backoffice.data4citizen.com//dataset/carte-occupation-du-sol-en-alsace-en-2011-2012-au-niveau-3-de-la-nomenclature-bdocs-v2-a3
144,https://grandestprod-backoffice.data4citizen.com//dataset/donnee-routes-reseau-routier-departemental-haut-rhin
145,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-grand-est-2019-bas-rhin1
146,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-grand-est-2010-bas-rhin1
147,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-grand-est-multidate-2010-2019-le-bas-rhin1
148,https://grandestprod-backoffice.data4citizen.com//dataset/zones-naturelles-dinteret-ecologique-faunistique-et-floristique-de-type-1-dans-le-grand-est
149,https://grandestprod-backoffice.data4citizen.com//dataset/points-routiers
150,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-cartographique-au-1-50-000e
151,https://grandestprod-backoffice.data4citizen.com//dataset/toilette-publique
152,https://grandestprod-backoffice.data4citizen.com//dataset/canisites1
153,https://grandestprod-backoffice.data4citizen.com//dataset/stations-de-tram
154,https://grandestprod-backoffice.data4citizen.com//dataset/lignes-de-bus
155,https://grandestprod-backoffice.data4citizen.com//dataset/resultats-du-second-tour-de-lelection-presidentielle-2022-version-detaillee
156,https://grandestprod-backoffice.data4citizen.com//dataset/aires-debat-pour-chien
157,https://grandestprod-backoffice.data4citizen.com//dataset/points-deau
158,https://grandestprod-backoffice.data4citizen.com//dataset/lieux-de-distribution-de-canisachets
159,https://grandestprod-backoffice.data4citizen.com//dataset/participation-au-second-tour-de-lelection-presidentielle-2022
160,https://grandestprod-backoffice.data4citizen.com//dataset/les-axes-en-cours-de-reflexion
161,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-topographique-simplifie
162,https://grandestprod-backoffice.data4citizen.com//dataset/analyses-deau-2022-distribution
163,https://grandestprod-backoffice.data4citizen.com//dataset/risques-technologiques-carte
164,https://grandestprod-backoffice.data4citizen.com//dataset/nuage-de-points-3d-et-produits-derives
165,https://grandestprod-backoffice.data4citizen.com//dataset/cartographie-des-lignes-de-bus-tram-et-des-stations-de-tram
166,https://grandestprod-backoffice.data4citizen.com//dataset/plu-reglement-graphique-et-ecrit-detaille
167,https://grandestprod-backoffice.data4citizen.com//dataset/liste-des-bureaux-de-vote-legislatives-2022
168,https://grandestprod-backoffice.data4citizen.com//dataset/structures-dinsertion-professionelle
169,https://grandestprod-backoffice.data4citizen.com//dataset/itineraires-de-viabilite-hivernale
170,https://grandestprod-backoffice.data4citizen.com//dataset/plan-canicule-2022
171,https://grandestprod-backoffice.data4citizen.com//dataset/usages-ephemeres
172,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-cartographique-au-1-10-000e
173,https://grandestprod-backoffice.data4citizen.com//dataset/resultats-du-premier-tour-des-elections-legislatives-2022-version-detaillee
174,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-adresse-eurometropole
175,https://grandestprod-backoffice.data4citizen.com//dataset/participation-au-premier-tour-des-elections-legislatives-2022
176,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-cartographique-au-1-100-000e
177,https://grandestprod-backoffice.data4citizen.com//dataset/resultats-du-second-tour-des-elections-legislatives-2022-version-detaillee
178,https://grandestprod-backoffice.data4citizen.com//dataset/bornes-poubelles-de-la-proprete-urbaine
179,https://grandestprod-backoffice.data4citizen.com//dataset/zfe-m-voies-exceptionnelles
180,https://grandestprod-backoffice.data4citizen.com//dataset/bornes-du-festungsrayon-1
181,https://grandestprod-backoffice.data4citizen.com//dataset/perimetres-de-risques-technologiques
182,https://grandestprod-backoffice.data4citizen.com//dataset/sites-de-risques-technologiques
183,https://grandestprod-backoffice.data4citizen.com//dataset/viabilite-hivernale-etat-de-deneigement-du-reseau-routier
184,https://grandestprod-backoffice.data4citizen.com//dataset/permanences-dassistance-numerique
185,https://grandestprod-backoffice.data4citizen.com//dataset/participation-au-second-tour-de-lelection-presidentielle-2017
186,https://grandestprod-backoffice.data4citizen.com//dataset/resultats-du-second-tour-de-lelection-presidentielle-2017-version-detaillee
187,https://grandestprod-backoffice.data4citizen.com//dataset/analyses-deau-2022-production
188,https://grandestprod-backoffice.data4citizen.com//dataset/semis-altimetrique-grille-reguliere-millesime-2021
189,https://grandestprod-backoffice.data4citizen.com//dataset/localisation-et-occupation-des-stations-de-velos-en-libre-service-velhop
190,https://grandestprod-backoffice.data4citizen.com//dataset/raster-ponts-millesime-2021
191,https://grandestprod-backoffice.data4citizen.com//dataset/sections-cadastrales
192,https://grandestprod-backoffice.data4citizen.com//dataset/actions-dinsertion-professionelle
193,https://grandestprod-backoffice.data4citizen.com//dataset/boucles-sportives-vitaboucle
194,https://grandestprod-backoffice.data4citizen.com//dataset/participation-au-second-tour-des-elections-legislatives-2022
195,https://grandestprod-backoffice.data4citizen.com//dataset/resultats-des-elections-legislatives-version-simplifiee
196,https://grandestprod-backoffice.data4citizen.com//dataset/parcelles-cadastrales
197,https://grandestprod-backoffice.data4citizen.com//dataset/limites-de-communes
198,https://grandestprod-backoffice.data4citizen.com//dataset/patrimoine-arbore
199,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-la-ceinture-verte-historique
200,https://grandestprod-backoffice.data4citizen.com//dataset/participation-au-premier-tour-de-lelection-presidentielle-2017
201,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-environnement-haut-rhin-inventaire-des-zones-humides-du-haut-rhin-2013-2019
202,https://grandestprod-backoffice.data4citizen.com//dataset/courbe-de-niveaux-equidistance-de-10m-de-laltitude-du-grand-est
203,https://grandestprod-backoffice.data4citizen.com//dataset/courbes-de-niveau2
204,https://grandestprod-backoffice.data4citizen.com//dataset/3d-courbes-de-niveau-equidistance-1m-2020-metropole-du-grand-nancy
205,
206,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-infrastructures-cyclables-sur-colmar-agglomeration1
207,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-orthophotographie-2018-haute-resolution-rvb-20cm-sur-le-departement-du-bas-rhin-67
208,https://grandestprod-backoffice.data4citizen.com//dataset/orthophotographie-couleur-a-une-resolution-de-5cm-sur-la-communaute-dagglomeration-de-haguenau-
209,https://grandestprod-backoffice.data4citizen.com//dataset/emprise-et-date-des-lineaires-de-voies-couvertes-par-un-plan-topographique-sur-colmar1
210,https://grandestprod-backoffice.data4citizen.com//dataset/orthophotoplan-pcrs-20192
211,https://grandestprod-backoffice.data4citizen.com//dataset/routes-limitation-de-vitesse-01-01-2021-territoire-du-bas-rhin-67
212,https://grandestprod-backoffice.data4citizen.com//dataset/secteurs-scolaires-des-ecoles-maternelles
213,https://grandestprod-backoffice.data4citizen.com//dataset/consommations-denergie-totales-tous-secteurs-dactivite-confondus-des-epci-de-la-region-grand-es
214,https://grandestprod-backoffice.data4citizen.com//dataset/consommation-annuelle-delectricite-et-gaz-par-commune-et-par-code-naf
215,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-dans-le-haut-rhin
216,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-ensemble-des-structures-recencees-2019-a4-2020-departement-du-bas-rhin-67
217,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-occupation-du-sol-a-grande-echelle-millesime-2010-haut-rhin
218,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-occupation-du-sol-a-grande-echelle-millesime-2019-haut-rhin
219,https://grandestprod-backoffice.data4citizen.com//dataset/carte-occupation-du-sol-en-alsace-en-2011-2012-au-niveau-4-de-la-nomenclature-bdocs-v2-a0
220,https://grandestprod-backoffice.data4citizen.com//dataset/les-servitudes-de-categorie-i4-concernent-les-servitudes-au-voisinage-dune-ligne-electrique-aer
221,https://grandestprod-backoffice.data4citizen.com//dataset/etude-visant-a-analyser-la-vacance-des-logements-sociaux-sur-le-bassin-dhabitat-depinal-et-a-ai
222,https://grandestprod-backoffice.data4citizen.com//dataset/erp-ecoles-grand-est
223,https://grandestprod-backoffice.data4citizen.com//dataset/carte-premiere-guerre-mondiale-26-01-1918-echelle-1-10000-altkirch-landesarchiv-baden-wurttenbe
224,https://grandestprod-backoffice.data4citizen.com//dataset/visites-et-travaux1
225,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-orthophotographie-2018-haute-resolution-rvb-20cm-sur-le-departement-de-la-meurthe-et-54
226,https://grandestprod-backoffice.data4citizen.com//dataset/occupation-du-sol-grand-est-2010-ardennes1
227,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-ehpad-a4-2020-collectivite-europeenne-dalsace-cea
228,https://grandestprod-backoffice.data4citizen.com//dataset/routes-viabilite-hivernale-hiver-2020-2021-territoire-du-bas-rhin-67
229,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-cantons-a4-2019-departement-du-bas-rhin-67
230,https://grandestprod-backoffice.data4citizen.com//dataset/carte-residences-seniors-a4-2019-departement-du-bas-rhin-67
231,https://grandestprod-backoffice.data4citizen.com//dataset/carte-maires-et-elus-du-territoire-nord-a1-2021-collectivite-europeenne-dalsace
232,https://grandestprod-backoffice.data4citizen.com//dataset/routes-bassin-de-retention-01-01-2017-departement-du-bas-rhin-67
233,https://grandestprod-backoffice.data4citizen.com//dataset/carte-culture-lecture-publique-a3-2018-alsace
234,https://grandestprod-backoffice.data4citizen.com//dataset/carte-communes-cantons-communautes-de-communes-et-teritoires-daction-a0-2020-departement-du-67
235,https://grandestprod-backoffice.data4citizen.com//dataset/carte-mineurs-non-accompagnes-a4-2019-departement-du-bas-rhin-67
236,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-colleges-actions-educatives-2017-2018-a4-2020-departement-du-bas-rhin-67
237,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-administratif-limite-des-anciens-cantons-de-strasbourg-2019-departement-du-bas-rhin-67
238,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-emploi-et-inclusion-effectif-des-entreprises-a4-2019-departement-du-bas-rhin-67
239,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-diagnostics-locaux-de-sante-personnes-agees-aides-a4-2019-departement-du-bas-rhin-67
240,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-brsa-et-emploi-cdc-basse-zorn-et-brumath-a4-2019-departement-du-bas-rhin-67
241,https://grandestprod-backoffice.data4citizen.com//dataset/carte-cantons-communautes-de-communes-et-territoies-daction-a3-2019-departement-du-bas-rhin-67
242,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-maia-aidants-aides-a4-2019-departement-du-bas-rhin-67
243,https://grandestprod-backoffice.data4citizen.com//dataset/donnees-education-colleges-publics-implantation-des-colleges-publics-2018-2019-departement-d-67
244,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-diagnostics-locaux-de-sante-personnes-agees-residences-seniors-a4-2019-departement-du-67
245,https://grandestprod-backoffice.data4citizen.com//dataset/carte-social-maia-localisation-des-unites-alzheimer-a4-2018-departement-du-bas-rhin-67
246,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-perimetre-des-maisons-du-conseil-departemental-01-01-2013-departement-du-bas-rhi-67
247,https://grandestprod-backoffice.data4citizen.com//dataset/dechets-epci-de-traitement-des-dechets-2015-departement-du-bas-rhin-67
248,https://grandestprod-backoffice.data4citizen.com//dataset/carte-communes-cantons-communautes-de-communes-et-territoire-daction-a0-2018-departement-du-67
249,https://grandestprod-backoffice.data4citizen.com//dataset/cartes-parc-prive-bilan-du-recensement-des-operations-de-rehabilitation-entre-2012-et-2016-a-67
250,https://grandestprod-backoffice.data4citizen.com//dataset/carte-cantons-communautes-de-communes-a3-2020-departement-du-bas-rhin-67
251,https://grandestprod-backoffice.data4citizen.com//dataset/routes-fauchage-01-01-2020-departement-du-bas-rhin-67
252,https://grandestprod-backoffice.data4citizen.com//dataset/referentiel-perimetre-des-communautes-de-communes-01-01-2014-departement-du-bas-rhin-67
